FID;id;kkorgnr;enhedsnavn;forvaltning;centernavn;enhedstype;ejerforhold;distrikt;koerorgnr;remedybetaler;ean;cvr;se;opusnavn;losorg;losnavn;adm_enheds_id;pnummer;telefon;mail;facebook;www;vejadresseringsnavn;vejnavn;postnummer;bynavn;husnummer;etage;doerbetegnelse;adresse;nordlig;oestlig;giskoory;giskoorx;vejkode;kommunenavn;kommunekode;postboks;skoledistrikt;socialdistrikt;politidistrikt;postdistrikt;bydelnavn;rodenr;rodenavn;lokaludvalgnr;lokaludvalgnavn;locationuuid;type;alias;primaer;hemmelige;offentlig;lokationsnr;enhedsnr;cvr_branchekode;link_kkorg;ogc_fid;wkb_geometry
kkorg_enheder_offentlig.32;1090;5682;Damhusengens Skole;BUF;Område Brønshøj/Vanløse;Folkeskoler o.lign.;Kommunal;Brønshøj-Vanløse;31125;31125;5,79801E+12;64942212;82601015;;5682;;1038435;1022013137;82561191;damhusengens.skole@buf.kk.dk;;https://damhusengensskole.aula.dk;Lønstrupvej 2;Lønstrupvej;2720;Vanløse;2;;;Lønstrupvej 2, 2720 Vanløse;12.481.337;556.861.484;6176643.55;718830.58;4556;København;101;;Damhusengens Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;239;Rubjerg;8;Vanløse;6825a0c7-be02-449e-802a-1df3815e7be5;Distriktsskole;;NEJ;No;JA;L2673;U880;852010;https://kkorg.kk.dk/tree-unit/5ba3c71f76989e1360003c67;32;MULTIPOINT ((12.481336952239118 55.686148432106876))
kkorg_enheder_offentlig.33;606;5290;Fritidsinstitutionen ved Guldberg Skole;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Kommunal;Nørrebro-Bispebjerg;37821;37821;5,79801E+12;64942212;82601015;;5290;;1031686;1004353963;35302225;37821@buf.kk.dk;;https://guldbergskole.aula.dk;Thit Jensens Vej 6;Thit Jensens Vej;2200;København N;6;;;Thit Jensens Vej 6, 2200 København N;125.593.437;556.957.168;6177956.72;723676.99;7390;København;101;;Guldberg Skole;Nørrebro;;København N;Nørrebro;115;Nørre Alles;4;Nørrebro;2ab6d24a-7657-4bdc-85c1-50002765d362;Fritidsinstitution, KKFO;;NEJ;No;JA;L3338;U427;889150;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec003139;33;MULTIPOINT ((12.55934366532968 55.695716835067735))
kkorg_enheder_offentlig.34;1183;5278;Fritidscenter Vanløse;BUF;Fagligt Center;Fritids- og ungdomsklubber;Kommunal;Brønshøj-Vanløse;37940;37940;5,79801E+12;64942212;82601015;;5278;Fritidsklynge Brønshøj/Vanløse;1031669;1003427623;33662598;37940@buf.kk.dk;;https://fc-Vanloese-kk.aula.dk;Vanløse Allé 49B;Vanløse Allé;2720;Vanløse;49B;;;Vanløse Allé 49B, 2720 Vanløse;124.992.865;556.891.365;6177032.69;719941.56;7984;København;101;;Katrinedals Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;249;Bangsbos;8;Vanløse;06367201-7d06-4ec4-bc0a-4df8c1827bd6;Fritidscenter, Fritidsklub;;NEJ;No;JA;L970;U907;889160;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d09;34;MULTIPOINT ((12.499286494537166 55.68913654339843))
kkorg_enheder_offentlig.35;163;1886;Samuelsgården - Vuggestue og Børnehave;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Selvejende;Nørrebro-Bispebjerg;35594;35594;;12593228;12593228;;355949999;Nørrebro/Bispebjerg Netværk 2;1025695;1002926163;33663171;samuelsgaarden@kk.dk;;https://samuelsgaarden-kk.aula.dk;Rådmandsgade 33;Rådmandsgade;2200;København N;33;;;Rådmandsgade 33, 2200 København N;125.501.977;556.999.497;6178398;723078.38;6160;København;101;;Rådmandsgades Skole;Nørrebro;;København N;Nørrebro;154;Vølunds;4;Nørrebro;4ed9025d-43fe-4f7b-a06a-c11fada2c2e5;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L2590;U379;889150;https://kkorg.kk.dk/tree-unit/5ba3c71776989e13ec003019;35;MULTIPOINT ((12.550197712898964 55.69994976743755))
kkorg_enheder_offentlig.36;1018;2944;Sankt Annæ Gymnasium;BUF;Område Valby/Vesterbro/Kgs. Enghave;Gymnasier, studenter- og HF-kurser;Kommunal;Valby-Vesterbro-Kgs. Enghave;31300;31300;5,79801E+12;64942212;82601015;;313000001;Sankt Annæ Gymnasium;1028743;1003255515;36466222;sag@kk.dk;;http://www.sag.dk;Sjælør Boulevard 135;Sjælør Boulevard;2500;Valby;135;;;Sjælør Boulevard 135, 2500 Valby;125.258.451;556.560.852;6173441.5;721797.13;6412;København;101;;Skolen i Sydhavnen;Valby-Vesterbro-Kgs. Enghave;;Valby;Valby;207;Trekroners;7;Valby;30fec1d8-921b-4bc9-a666-b9b9d9946e80;Borgerhenvendelse;;JA;No;JA;L1255;U291;853120;https://kkorg.kk.dk/tree-unit/5ba3c71576989e13ec002e09;36;MULTIPOINT ((12.525845147040123 55.65608523300702))
kkorg_enheder_offentlig.37;1215;5236;Fritidscenter Christianshavn - Indre By;BUF;Fagligt Center;Fritids- og ungdomsklubber;Kommunal;Indre By-Østerbro;37910;37910;5,79801E+12;64942212;82601015;;5236;Fritidsklynge Indre By/Østerbro;1031600;1003256304;51805059;37910@buf.kk.dk;;https://fc-ChristianshavnIndreBy-kk.aula.dk;Gammeltoftsgade 19;Gammeltoftsgade;1355;København K;19;;;Gammeltoftsgade 19, 1355 København K;125.703.068;556.892.711;6177275.31;724402.56;2112;København;101;;Øster Farimagsgades Skole;City-Østerbro;;København K;Indre by;56;Kommunehospitalets;2;Indre By;cccad68b-266c-4de7-94f5-6959e38eb2b4;Borgerhenvendelse, Fritidscenter, Fritidsklub, Ungdomsklub;;JA;No;JA;L288;U656;889160;https://kkorg.kk.dk/tree-unit/5ba3c71c76989e0e08004ec7;37;MULTIPOINT ((12.570306828438687 55.68927110471312))
kkorg_enheder_offentlig.38;1114;2186;Strandvejsskolen;BUF;Område Indre By/Østerbro;Folkeskoler o.lign.;Kommunal;Indre By-Østerbro;31051;31051;5,79801E+12;64942212;82601015;;310510000;;800275;1003255424;33667900;strandvejsskolen@kk.dk;;https://strandvejsskolen.aula.dk;Sionsgade 1;Sionsgade;2100;København Ø;1;;;Sionsgade 1, 2100 København Ø;125.792.061;557.112.442;6179747.85;724835.36;6396;København;101;;Strandvejsskolen;City-Østerbro;;København Ø;Østerbro;87;Zions;3;Østerbro;2b935c4b-3b0e-48f3-b61a-6ac53b025a02;Borgerhenvendelse, Distriktsskole;;JA;No;JA;L2738;U757;852010;https://kkorg.kk.dk/tree-unit/5ba3c71d76989e0e08005125;38;MULTIPOINT ((12.579206053118465 55.71124426387363))
kkorg_enheder_offentlig.39;732;3661;IBOS - Rådgivning;SOF;Borgercenter Handicap;Specialskoler for handicappede;Kommunal;Østerbro;68100;68100;5,79801E+12;64942212;55072817;;681000080;BCH-IBOS;801531;1003255187;39452545;;;;Rymarksvej 1;Rymarksvej;2900;Hellerup;1;;;Rymarksvej 1, 2900 Hellerup;125.633.346;557.263.866;6181380.5;723752.18;6048;København;101;;Lundehusskolen;City-Østerbro;;Hellerup;Østerbro;103;Ingeniørkasernens;3;Østerbro;fcafc4ec-7ec2-4497-aa96-8ddb0fae21b2;Handicaptilbud;;JA;No;JA;L1955;U2665;852020;https://kkorg.kk.dk/tree-unit/5ba3c73d76989e12d8005abd;39;MULTIPOINT ((12.563334583027162 55.72638663985546))
kkorg_enheder_offentlig.40;180;1924;Sølund;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Kommunal;Nørrebro-Bispebjerg;37571;37571;5,79801E+12;64942212;82601015;;375715710;Nørrebro/Bispebjerg Klynge B;750539;1003255084;35390212;37571@buf.kk.dk;;https://boernehusetsoelund-kk.aula.dk;Ryesgade 22;Ryesgade;2200;København N;22;;;Ryesgade 22, 2200 København N;125.671.677;556.918.054;6177547;724190.84;6040;København;101;;Guldberg Skole;Nørrebro;;København N;Nørrebro;110;Nørre Hospitals;4;Nørrebro;c055527c-89a9-4b04-abc3-a5f94155dcd6;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Opsamlingsadresse, Vuggestue;;JA;No;JA;L3610;U423;889150;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec003121;40;MULTIPOINT ((12.567167732240833 55.69180542308677))
kkorg_enheder_offentlig.41;979;4649;Ressourcer;BUF;Center for Politik og HR;Administration af og bidrag til erhvervsfremme;Kommunal;Forvaltning - område/kontor;39120;39120;5,79801E+12;64942212;82601015;;391200001;;1024655;1021452587;;;;;Gyldenløvesgade 15;Gyldenløvesgade;1600;København V;15;;;Gyldenløvesgade 15, 1600 København V;125.622.114;556.800.483;6176223.43;723946.72;2452;København;101;;Den Classenske Legatskole;City-Østerbro;;København V;Indre by;49;Nyrops;2;Indre By;a44780ff-8252-4958-ae8d-e1175f1d1aa5;Offentlig administration, Centerkontor;;JA;No;JA;L1689;U968;841300;https://kkorg.kk.dk/tree-unit/5ba3c72176989e1360003e77;41;MULTIPOINT ((12.562211386012605 55.68004828128575))
kkorg_enheder_offentlig.42;1649;5211;Fritidsinstitutionen ved Dyvekeskolen;BUF;Område Amager;Skolefritidsordninger og fritidshjem;Kommunal;Amager;37802;37802;5,79801E+12;64942212;82601015;;5211;;1031555;1003255321;32557324;37802@buf.kk.dk;;https://dyveke.aula.dk/;Dompapvej 3;Dompapvej;2300;København S;3;;;Dompapvej 3, 2300 København S;125.937.834;556.485.262;6172820.27;726112.43;7;København;101;;Dyvekeskolen;Amager;;København S;Amager Vest;351;Hjulmagerstiens;12;Amager Vest;320091c8-4c5d-41b9-9423-2105cd96f86e;Borgerhenvendelse, Fritidsinstitution, KKFO;;JA;No;JA;L3741;U115;889140;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc004439;42;MULTIPOINT ((12.593783433205582 55.64852625655982))
kkorg_enheder_offentlig.43;1548;366;Center for Omsorg og Specialpædagogik;SOF;Borgercenter Handicap;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;Kommunal;Amager Vest;64793;64793;5,79801E+12;64942212;55072817;;647930000;BCH COS;868604;1025133338;33663366;;;;Borups Allé 43;Borups Allé;2200;København N;43;;;Borups Allé 43, 2200 København N;125.367.694;556.921.724;6177489.9;722279.16;760;København;101;;Nørrebro Park Skole;Nørrebro;;København N;Nørrebro;145;Høsterkøbgades;4;Nørrebro;36bf83fa-fe96-4c54-9645-bd3510d573e1;Handicaptilbud;;JA;No;JA;L2671;U2669;841200;https://kkorg.kk.dk/tree-unit/5ba3c73d76989e12d8005ad5;43;MULTIPOINT ((12.536769411861298 55.692172389228034))
kkorg_enheder_offentlig.44;1209;5425;Fritidscenter 4 - Syd;BUF;Område Amager;Fritids- og ungdomsklubber;Selvejende;Amager;35902;35902;;31868076;31868076;;5425;Amager Klynge 4/LUMIX;1031993;1017618128;20703472;35902@buf.kk.dk;;https://fritidscenter4syd-kk.aula.dk/;Hendonvej 12;Hendonvej;2300;København S;12;;;Hendonvej 12, 2300 København S;126.036.257;556.449.479;6172454.46;726752.08;2808;København;101;;Dyvekeskolen;Amager;;København S;Amager Vest;354;Vejlands;12;Amager Vest;a27be4df-c117-4c6d-a97a-3dbb8187def9;Borgerhenvendelse, Fritidscenter, Fritidsklub;;NEJ;No;JA;L1198;U133;889160;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc0044a5;44;MULTIPOINT ((12.603625719239139 55.64494790204188))
kkorg_enheder_offentlig.45;1709;5204;Amager Klynge F;BUF;Område Amager;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;Kommunal;Amager;36051;36051;5,79801E+12;64942212;82601015;;5204;Amager Klynge F;1031536;1018843605;33663366;36051@buf.kk.dk;;;Amagerbrogade 262;Amagerbrogade;2300;København S;262;;;Amagerbrogade 262, 2300 København S;1.261.541;556.427.808;6172252.06;727505.8;108;København;101;;Gerbrandskolen;Amager;;København S;Amager Vest;357;Ulvefod;12;Amager Vest;2b1753b7-0b56-4a30-bc4f-689e9bc0603c;Klynge;;JA;No;JA;L3100;U51;841200;https://kkorg.kk.dk/tree-unit/5ba3c71176989e11dc0042b9;45;MULTIPOINT ((12.615410006426082 55.64278086224915))
kkorg_enheder_offentlig.46;1653;6263;Enghave Remise;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;99999;99999;5,79801E+12;64942212;82601015;;6263;Valby/Vesterbro/Kgs. Enghave Klynge F;1053951;1030157636;33662556;77012@kk.dk;;https://enghaveremise-kk.aula.dk;Scandiagade 102;Scandiagade;2450;København SV;102;;;Scandiagade 102, 2450 København SV;125.356.728;556.476.063;6172530.01;722463.17;6296;København;101;;Ellebjerg Skole;Valby-Vesterbro-Kgs. Enghave;;København SV;Vesterbro-Kongens Enghave;197;Sjællandsbroens;6;Kongens Enghave;ced43c51-aab4-4a09-b6f1-0ff7b494403a;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Vuggestue;;JA;No;JA;L4414;U3660;889150;https://kkorg.kk.dk/tree-unit/5d782e5c3a310000830015d6;46;MULTIPOINT ((12.535672775770031 55.647606343060765))
kkorg_enheder_offentlig.47;554;5322;Fritidsinstitutionen ved Tove Ditlevsens Skole;BUF;Område Valby/Vesterbro/Kgs. Enghave;Skolefritidsordninger og fritidshjem;Kommunal;Valby-Vesterbro-Kgs. Enghave;37655;37655;5,79801E+12;64942212;82601015;Fritidsinst. ved Tove Ditlevsens Skole;5322;;1031785;1021608676;33267810;37655@buf.kk.dk;;https://tds.aula.dk;Enghave Plads 21;Enghave Plads;1670;København V;21;;;Enghave Plads 21, 1670 København V;125.449.491;556.664.504;6174655.53;722939.36;1588;København;101;;Tove Ditlevsens Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;185;Haderslevgades;5;Vesterbro;265e2f0a-17cd-4aa4-9789-4d12d42b4472;Borgerhenvendelse, Fritidsinstitution, KKFO;;JA;No;JA;L3737;U255;889140;https://kkorg.kk.dk/tree-unit/5ba3c71576989e13ec002d31;47;MULTIPOINT ((12.544949083588756 55.66645046103474))
kkorg_enheder_offentlig.48;261;1735;Emdrup Børnehave Firbenet;BUF;Område Nørrebro/Bispebjerg;Børnehaver;Selvejende;Nørrebro-Bispebjerg;35430;35430;;37829684;37829684;;354309999;Nørrebro/Bispebjerg Klynge 4;1025688;1021648082;39563733;35430@buf.kk.dk;;https://nbs4.dk/boernehaver/velkommen-til-kantor-parken/;Kantorparken 14;Kantorparken;2400;København NV;14;;;Kantorparken 14, 2400 København NV;125.375.801;557.217.022;6180776.64;722162.35;3560;København;101;;Holbergskolen;Bispebjerg;;København NV;Bispebjerg;318;Kantorparkens;10;Bispebjerg;8997e76c-7eab-4ee5-a78b-4a047ecbce65;Borgerhenvendelse, Børnehave, Daginstitution;;NEJ;No;JA;L3929;U439;889130;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec003181;48;MULTIPOINT ((12.537580091557126 55.72170218196248))
kkorg_enheder_offentlig.49;9;1614;Labyrinten;BUF;Område Amager;Børnehaver;Selvejende;Amager;35513;35513;;31868076;31868076;;355139999;Amager Klynge 4/LUMIX;1025323;1019087804;60534768;35513@buf.kk.dk;;https://labyrintenoghumlebien-kk.aula.dk/;Gertsvej 14;Gertsvej;2300;København S;14;;;Gertsvej 14, 2300 København S;126.155.128;556.452.483;6172526.8;727497.95;2192;København;101;;Gerbrandskolen;Amager;;København S;Amager Øst;384;Dirchs;11;Amager Øst;a3035b52-71d9-46db-847b-e7ddbb51dfbb;Borgerhenvendelse, Børnehave, Daginstitution;;NEJ;No;JA;L4626;U134;889130;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc0044ab;49;MULTIPOINT ((12.615512776079944 55.64524828514037))
kkorg_enheder_offentlig.50;622;1899;Den Grønne Giraf;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Kommunal;Nørrebro-Bispebjerg;37258;37258;5,79801E+12;64942212;82601015;;372582580;Nørrebro/Bispebjerg Klynge E;750103;1020806873;24758557;37258@buf.kk.dk;;https://dengroennegiraf-kk.aula.dk;Rådmandsgade 11;Rådmandsgade;2200;København N;11;;;Rådmandsgade 11, 2200 København N;125.475.395;556.983.762;6178214.45;722920.39;6160;København;101;;Rådmandsgades Skole;Nørrebro;;København N;Nørrebro;153;Ægirs;4;Nørrebro;6cbc1b18-962e-4b49-b5c5-5bbc23a7306e;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L3890;U431;889150;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec003151;50;MULTIPOINT ((12.547539496755512 55.69837625572162))
kkorg_enheder_offentlig.51;1574;4381;Københavns Folkeregister;KFF;Center for Borgerservice og Myndighed;Generelle offentlige tjenester;Kommunal;;55030;55030;5,79801E+12;64942212;21318809;;550301504;KFF Vækst, I og B;1020977;1019128527;;;;;Nyropsgade 1;Nyropsgade;1602;København V;1;;;Nyropsgade 1, 1602 København V;125.619.013;556.801.662;6176235.55;723926.56;5128;København;101;;Den Classenske Legatskole;City-Østerbro;;København V;Indre by;49;Nyrops;2;Indre By;a32d065c-2be0-47b3-a88b-a0deb5b86eeb;;;JA;No;JA;L3724;U1414;841100;https://kkorg.kk.dk/tree-unit/5ba3c72876989e11b80052bb;51;MULTIPOINT ((12.561901295423818 55.68016626913018))
kkorg_enheder_offentlig.52;65;2156;Barndommens Gade;BUF;Område Valby/Vesterbro/Kgs. Enghave;Vuggestuer;Kommunal;Valby-Vesterbro-Kgs. Enghave;37322;37322;5,79801E+12;64942212;82601015;;373223220;Valby/Vesterbro/Kgs. Enghave Klynge E;819555;1012020313;82563270;37322@buf.kk.dk;;https://barndommensgade-kk.aula.dk;Tøndergade 10;Tøndergade;1752;København V;10;;;Tøndergade 10, 1752 København V;125.434.718;556.702.534;6175073.72;722824.87;7780;København;101;;Vesterbro Ny Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;190;Trøjborggades;5;Vesterbro;a7a7403c-34ff-4bc8-8056-c71c29b60a75;Borgerhenvendelse, Daginstitution, Vuggestue;;JA;No;JA;L1947;U207;889120;https://kkorg.kk.dk/tree-unit/5ba3c71476989e11dc004661;52;MULTIPOINT ((12.543471795966969 55.67025340358414))
kkorg_enheder_offentlig.53;1177;5301;Fritidscenter Indre Valby;BUF;Fagligt Center;Fritids- og ungdomsklubber;Kommunal;Valby-Vesterbro-Kgs. Enghave;37930;37930;5,79801E+12;64942212;82601015;;5301;Fritidsklynge Valby/Vesterbro/Kgs. Enghave;1031729;1022488232;33178700;37930@buf.kk.dk;;https://fc-IndreValby-kk.aula.dk;Støberigade 3;Støberigade;2450;København SV;3;;;Støberigade 3, 2450 København SV;125.524.698;556.500.639;6172857.34;723505.53;7084;København;101;;Skolen i Sydhavnen;Valby-Vesterbro-Kgs. Enghave;;København SV;Vesterbro-Kongens Enghave;196;Sydhavnens;6;Kongens Enghave;91f70399-4231-4046-bdc9-40210b9b6f28;Borgerhenvendelse, Fritidscenter, Fritidsklub, Tværgående institution;;NEJ;No;JA;L2689;U166;889160;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc00456b;53;MULTIPOINT ((12.55246981771626 55.65006392282981))
kkorg_enheder_offentlig.54;1044;6792;Kørselskontoret;BUF;Administrativt Ressourcecenter;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;Kommunal;Forvaltning - område/kontor;;;5,79801E+12;64942212;82601015;;6792;;1068096;1016176652;;;;;Gyldenløvesgade 15;Gyldenløvesgade;1600;København V;15;6;;Gyldenløvesgade 15, 1600 København V;125.622.114;556.800.483;6176223.43;723946.72;2452;København;101;;Den Classenske Legatskole;City-Østerbro;;København V;Indre by;49;Nyrops;2;Indre By;20a973dc-e193-4a89-8301-10eb021ffe90;Centerkontor, Offentlig administration;;JA;No;JA;L10539;U4224;841200;https://kkorg.kk.dk/tree-unit/64b12474b47e00003f004c6c;54;MULTIPOINT ((12.562211386012605 55.68004828128575))
kkorg_enheder_offentlig.55;864;2326;Center for Specialundervisning for Voksne;BUF;Fagligt Center;Specialskoler for handicappede;Kommunal;Forvaltning - område/kontor;31506;31506;5,79801E+12;64942212;82601015;Center Specialundervisning Voksne;315065060;;805905;1020894322;82561100;csv@kk.dk;;https://www.csv.kk.dk/;Bystævneparken 20;Bystævneparken;2700;Brønshøj;20;;;Bystævneparken 20, 2700 Brønshøj;124.748.029;557.162.486;6179970.6;718252.12;1006;København;101;;Korsager Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;262;Branddammens;9;Brønshøj-Husum ;4ecf4974-59a2-47f1-b985-be40dd0bd062;Uddannelsescenter;;NEJ;No;JA;L524;U550;852020;https://kkorg.kk.dk/tree-unit/5ba3c71a76989e063800046b;55;MULTIPOINT ((12.474802930353926 55.71624864611138))
kkorg_enheder_offentlig.56;345;1624;Thorsanna;BUF;Område Amager;Børnehaver;Selvejende;Amager;35570;35570;;48949010;48949010;;355709999;Tværgående Netværk 1/Christianshavn-Bryggen;1025332;1023375946;32544559;35570@buf.kk.dk;;https://thorsanna-kk.aula.dk/;Gunløgsgade 65;Gunløgsgade;2300;København S;65;st;;Gunløgsgade 65, 2300 København S;125.825.606;55.663.835;6174486.25;725318.64;2436;København;101;;Skolen på Islands Brygge;Amager;;København S;Amager Vest;332;Egils;12;Amager Vest;c2258246-c056-48fc-bc13-52f0b2381cc0;Børnehave, Daginstitution;;JA;No;JA;L2509;U65;889130;https://kkorg.kk.dk/tree-unit/5ba3c71276989e11dc00430d;56;MULTIPOINT ((12.582560558375029 55.66383500797311))
kkorg_enheder_offentlig.57;1743;2133;Asmundsminde;BUF;Område Indre By/Østerbro;Børnehaver;Selvejende;Indre By-Østerbro;35440;35440;;58435619;58435619;;354409999;;1025541;1026816129;49191558;35440@buf.kk.dk;;https://asmundsminde-kk.aula.dk;Amerikavej 20;Amerikavej;1756;København V;20;st;th;Amerikavej 20, 1756 København V;125.418.057;556.692.473;6174956.48;722725.87;140;København;101;;Vesterbro Ny Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;190;Trøjborggades;5;Vesterbro;ba496c2b-02e6-4c92-b978-ed07bba9a79e;Daginstitution, Opsamlingsadresse;;NEJ;No;JA;L3851;U702;889130;https://kkorg.kk.dk/tree-unit/5ba3c71c76989e0e08004fdb;57;MULTIPOINT ((12.541805731207978 55.66924735797405))
kkorg_enheder_offentlig.58;408;2022;Parkhøj;BUF;Område Brønshøj/Vanløse;Børnehaver;Selvejende;Brønshøj-Vanløse;35410;35410;;40317112;40317112;;354109999;Brønshøj/Vanløse Netværk 4;1025521;1026462580;38284081;35410@buf.kk.dk;;http://www.parkhoej.kk.dk;Amtsvejen 8;Amtsvejen;3310;Ølsted;8;;;;;;;;365;Hillerød;219;;;;;;;;;;;5882a282-b42d-4e1f-8b87-91c1baff9e66;Børnehave, Daginstitution, Udflytteradresse;;NEJ;No;JA;L496;U865;889130;https://kkorg.kk.dk/tree-unit/5ba3c71f76989e1360003c0d;58;
kkorg_enheder_offentlig.59;859;1981;Idrætsbørnehuset Vippen;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;37556;37556;5,79801E+12;64942212;82601015;;375565560;Valby/Vesterbro/Kgs. Enghave Klynge A;750524;1018027964;82563230;37556@buf.kk.dk;;https://vippen-kk.aula.dk;Kettegård Alle 69;Kettegård Alle;2650;Hvidovre;69;;;;;;;;4599;Hvidovre;167;;;;;;;;;;;8f5e997d-87ac-48a1-9039-be85391cbe29;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L1204;U196;889150;https://kkorg.kk.dk/tree-unit/5ba3c71476989e11dc00461f;59;
kkorg_enheder_offentlig.60;445;5278;Fritidscenter Vanløse;BUF;Fagligt Center;Fritids- og ungdomsklubber;Kommunal;Brønshøj-Vanløse;37940;37940;5,79801E+12;64942212;82601015;;5278;Fritidsklynge Brønshøj/Vanløse;1031669;1021654600;38745138;37940@buf.kk.dk;;https://fc-Vanloese-kk.aula.dk;Ålekistevej 159;Ålekistevej;2720;Vanløse;159;;;Ålekistevej 159, 2720 Vanløse;124.810.496;556.904.369;6177119.59;718788.56;8672;København;101;;Kirkebjerg Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;241;Nørager;8;Vanløse;1e30c4e3-aeff-4160-9de8-6ebc85cc535b;Fritidscenter, Fritidsklub, Ungdomsklub;;NEJ;No;JA;L40;U907;889160;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d09;60;MULTIPOINT ((12.481049578488317 55.690436881806605))
